id_exercise,category_path,exercise_type,conversion_type
92_2,,transforme_mot,transforme_mot
93_4,,swap,swap
93_5,,expression_ecrite,expression_ecrite
93_6,,expression_ecrite,expression_ecrite
93_7,,transforme_phrase,transforme_phrase
93_11,,expression_ecrite,expression_ecrite
94_1,,classe,classe
94_2,,coche_intrus,coche_intrus
94_3,,classe,classe
94_4,,edit_phrase,edit_phrase
95_5,,remplir_clavier_image,remplir_clavier_image
95_6,,edit_phrase,edit_phrase
95_7,,edit_phrase,edit_phrase
95_8,,edit_phrase,edit_phrase
95_9,,edit_phrase,edit_phrase
95_10,,edit_phrase,edit_phrase
95_11,,texte,texte
95_12,,expression_ecrite,expression_ecrite
96_1,,classe,classe
96_2,,classe,classe
96_3,,classe,classe
97_4,,coche_intrus,coche_intrus
97_5,,coche_mots,coche_mots
97_6,,choix-multiples,choix-multiples
97_7,,choix-multiples,choix-multiples
97_8,,choix-multiples,choix-multiples
97_9,,choix-multiples,choix-multiples
97_10,,remplir_clavier,remplir_clavier
97_11,,remplir_clavier_image,remplir_clavier_image
97_12,,remplir_clavier_image,remplir_clavier_image
97_13,,choix-multiples,choix-multiples
97_14,,remplir_clavier_image,remplir_clavier_image
98_1,,classe,classe
99_2,,vrai-faux,vrai-faux
99_3,,coche_intrus,coche_intrus
99_4,,choix-multiples,choix-multiples
99_5,,choix-multiples,choix-multiples
99_6,,choix-multiples,choix-multiples
99_7,,remplir_clavier_image,remplir_clavier_image
99_8,,remplir_clavier,remplir_clavier
99_9,,texte,texte
99_10,,expression_ecrite,expression_ecrite
100_1,,classe,classe
101_2,,cache_intrus,cache_intrus
101_3,,coche_mots,coche_mots
101_4,,choix-multiples,choix-multiples
101_5,,coche_mots,coche_mots
101_6,,coche_mots,coche_mots
101_7,,remplir_clavier,remplir_clavier
101_8,,texte,texte
101_9,,transforme_phrase,transforme_phrase
101_10,,expression_ecrite,expression_ecrite
102_1,,vrai-faux,vrai-faux
102_2,,coche_mots,coche_mots
103_3,,cache_intrus,cache_intrus
103_4,,classe,classe
103_5,,choix-multiples,choix-multiples
103_6,,remplir_clavier,remplir_clavier
103_7,,choix-multiples,choix-multiples
103_8,,choix-multiples,choix-multiples
103_9,,remplir_clavier,remplir_clavier
103_10,,remplir_clavier_cadre,remplir_clavier_cadre
103_11,,texte,texte
103_12,,expression_ecrite,expression_ecrite
104_1,,coche_mots,coche_mots
105_2,,cache_intrus,cache_intrus
105_4,,remplir_clavier_image,remplir_clavier_image
105_5,,choix-multiples,choix-multiples
105_6,,remplir_clavier,remplir_clavier
105_7,,choix-multiples,choix-multiples
105_8,,transforme_mot,transforme_mot
105_9,,transforme_mot,transforme_mot
105_10,,expression_ecrite,expression_ecrite
105_11,,remplir_clavier_image,remplir_clavier_image
106_1,,choix-multiples,choix-multiples
106_2,,transforme_mot,transforme_mot
106_3,,edit_phrase,edit_phrase
106_4,,choix-multiples,choix-multiples
106_5,,remplir_clavier_image,remplir_clavier_image
106_6,,expression_ecrite,expression_ecrite
106_7,,expression_ecrite,expression_ecrite
106_8,,coche_mots,coche_mots
106_9,,choix-multiples,choix-multiples
106_10,,remplir_clavier_image,remplir_clavier_image
106_11,,remplir_clavier,remplir_clavier
106_12,,remplir_clavier,remplir_clavier
107_13,,remplir_clavier,remplir_clavier
107_14,,remplir_clavier,remplir_clavier
107_15,,remplir_clavier,remplir_clavier
107_16,,remplir_clavier_image,remplir_clavier_image
107_17,,choix-multiples,choix-multiples
107_18,,remplir_clavier,remplir_clavier
107_19,,choix-multiples,choix-multiples
107_20,,remplir_clavier_image,remplir_clavier_image
107_21,,remplir_clavier,remplir_clavier
107_22,,remplir_clavier,remplir_clavier
107_23,,remplir_clavier,remplir_clavier
108_1,,vrai-faux,vrai-faux
108_2,,coche_mots,coche_mots
109_3,,choix-multiples,choix-multiples
109_4,,choix-multiples,choix-multiples
109_5,,choix-multiples,choix-multiples
109_6,,choix-multiples,choix-multiples
109_8,,remplir_clavier_image,remplir_clavier_image
109_9,,choix-multiples,choix-multiples
109_11,,remplir_clavier,remplir_clavier
109_12,,transforme_mot,transforme_mot
109_13,,swap,swap
109_14,,transforme_mot,transforme_mot
109_15,,remplir_clavier,remplir_clavier
110_1,,coche_mots,coche_mots
110_2,,coche_mots,coche_mots
110_3,,cache_intrus,cache_intrus
111_4,,remplir_clavier,remplir_clavier
111_5,,remplir_clavier,remplir_clavier
111_6,,classe,classe
111_7,,choix-multiples,choix-multiples
111_8,,choix-multiples,choix-multiples
111_9,,transforme_mot,transforme_mot
111_10,,remplir_clavier_image,remplir_clavier_image
111_11,,expression_ecrite,expression_ecrite
112_1,,coche_phrases,coche_phrases
113_2,,coche_mots,coche_mots
113_3,,coche_mots,coche_mots
113_5,,transforme_mot,transforme_mot
113_7,,transforme_mot,transforme_mot
113_8,,remplir_clavier,remplir_clavier
113_9,,remplir_clavier,remplir_clavier
113_10,,remplir_clavier_image,remplir_clavier_image
113_11,,remplir_clavier,remplir_clavier
114_1,,coche_phrases,coche_phrases
114_2,,coche_intrus,coche_intrus
115_3,,classe,classe
115_4,,choix-multiples,choix-multiples
115_5,,transforme_mot,transforme_mot
115_6,,transforme_mot,transforme_mot
115_7,,transforme_phrase,transforme_phrase
115_8,,choix-multiples,choix-multiples
115_9,,choix-multiples,choix-multiples
115_10,,remplir_clavier,remplir_clavier
116_1,,coche_intrus,coche_intrus
116_2,,choix-multiples,choix-multiples
117_3,,choix-multiples,choix-multiples
117_4,,choix-multiples,choix-multiples
117_5,,choix-multiples,choix-multiples
117_6,,remplir_clavier_image,remplir_clavier_image
117_7,,remplir_clavier,remplir_clavier
117_8,,transforme_phrase,transforme_phrase
117_9,,remplir_clavier,remplir_clavier
117_10,,expression_ecrite,expression_ecrite
118_1,,coche_mots,coche_mots
119_2,,classe,classe
119_3,,coche_mots,coche_mots
119_4,,swap,swap
119_6,,choix-multiples,choix-multiples
119_7,,choix-multiples,choix-multiples
119_9,,transforme_phrase,transforme_phrase
119_10,,edit_phrase,edit_phrase
120_1,,coche_mots,coche_mots
120_2,,choix-multiples,choix-multiples
120_3,,cache_intrus,cache_intrus
120_4,,transforme_mot,transforme_mot
120_5,,coche_mots,coche_mots
120_6,,transforme_mot,transforme_mot
120_7,,remplir_clavier,remplir_clavier
120_8,,transforme_mot,transforme_mot
120_9,,remplir_clavier_image,remplir_clavier_image
121_10,,remplir_clavier_image,remplir_clavier_image
121_11,,transforme_mot,transforme_mot
121_12,,remplir_clavier_image,remplir_clavier_image
121_13,,remplir_clavier,remplir_clavier
121_14,,cache_intrus,cache_intrus
121_15,,coche_phrases,coche_phrases
121_16,,edit_phrase,edit_phrase
121_17,,expression_ecrite,expression_ecrite
121_18,,choix-multiples,choix-multiples
122_1,,coche_mots,coche_mots
122_2,,coche_phrases,coche_phrases
123_3,,remplir_clavier,remplir_clavier
123_4,,transforme_phrase,transforme_phrase
123_5,,transforme_phrase,transforme_phrase
123_6,,remplir_clavier_cadre,remplir_clavier_cadre
123_7,,choix-multiples,choix-multiples
123_8,,edit_phrase,edit_phrase
123_9,,choix-multiples,choix-multiples
123_10,,expression_ecrite,expression_ecrite
124_1,,coche_phrases,coche_phrases
124_2,,edit_phrase,edit_phrase
125_3,,edit_phrase,edit_phrase
125_4,,coche_mots,coche_mots
125_5,,transforme_phrase,transforme_phrase
125_6,,transforme_phrase,transforme_phrase
125_7,,edit_phrase,edit_phrase
125_8,,choix-multiples,choix-multiples
125_9,,coche_phrases,coche_phrases
125_10,,transforme_phrase,transforme_phrase
125_11,,transforme_phrase,transforme_phrase
125_12,,expression_ecrite,expression_ecrite
126_1,,coche_phrases,coche_phrases
126_2,,transforme_mot,transforme_mot
126_3,,transforme_phrase,transforme_phrase
126_4,,transforme_phrase,transforme_phrase
127_6,,transforme_phrase,transforme_phrase
127_7,,choix-multiples,choix-multiples
127_8,,transforme_phrase,transforme_phrase
127_9,,edit_phrase,edit_phrase
127_10,,choix-multiples,choix-multiples
127_11,,choix-multiples,choix-multiples
127_12,,choix-multiples,choix-multiples
127_13,,expression_ecrite,expression_ecrite
128_1,,coche_phrases,coche_phrases
128_2,,classe,classe
129_3,,edit_phrase,edit_phrase
129_4,,coche_phrases,coche_phrases
129_5,,transforme_phrase,transforme_phrase
129_6,,transforme_phrase,transforme_phrase
129_7,,edit_phrase,edit_phrase
129_8,,edit_phrase,edit_phrase
129_9,,choix-multiples,choix-multiples
129_10,,choix-multiples,choix-multiples
